admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,Shape_Length,Shape_Area
Ban Luang,TH500203,Chom Thong,TH5002,Chiang Mai,TH50,Thailand,TH,1.037303,0.032529
Ban Luang,TH501006,Mae Ai,TH5010,Chiang Mai,TH50,Thailand,TH,0.668653,0.012909
Ban Luang,TH730405,Don Tum,TH7304,Nakhon Pathom,TH73,Thailand,TH,0.177735,0.000927
Ban Lueak,TH700704,Photharam,TH7007,Ratchaburi,TH70,Thailand,TH,0.226019,0.001577
Ban Lueam,TH410112,Mueang Udon Thani,TH4101,Udon Thani,TH41,Thailand,TH,0.247437,0.0019
Ban Lueam,TH300501,Ban Lueam,TH3005,Nakhon Ratchasima,TH30,Thailand,TH,0.367732,0.00343
Ban Lum,TH640107,Mueang Sukhothai,TH6401,Sukhothai,TH64,Thailand,TH,0.353848,0.00392
Ban Ma,TH140417,Bang Sai,TH1404,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.15037,0.001123
Ban Ma,TH140711,Bang Pahan,TH1407,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.092886,0.000421
Ban Mae,TH501206,San Pa Tong,TH5012,Chiang Mai,TH50,Thailand,TH,0.306727,0.001369
Ban Maet,TH341008,Buntharik,TH3410,Ubon Ratchathani,TH34,Thailand,TH,0.411035,0.005643
Ban Mai,TH120306,Bang Yai,TH1203,Nonthaburi,TH12,Thailand,TH,0.213781,0.002504
Ban Mai,TH120603,Pak Kret,TH1206,Nonthaburi,TH12,Thailand,TH,0.172964,0.001502
Ban Mai,TH130102,Mueang Pathum Thani,TH1301,Pathum Thani,TH13,Thailand,TH,0.138583,0.000769
Ban Mai,TH140115,Phra Nakhon Si Ayutthaya,TH1401,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.17203,0.000924
Ban Mai,TH141512,Maha Rat,TH1415,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.13538,0.000503
Ban Mai,TH141602,Ban Phraek,TH1416,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.091905,0.000389
Ban Mai,TH240103,Mueang Chachoengsao,TH2401,Chachoengsao,TH24,Thailand,TH,0.089656,0.00024
Ban Mai,TH300113,Mueang Nakhon Ratchasima,TH3001,Nakhon Ratchasima,TH30,Thailand,TH,0.191686,0.001073
Ban Mai,TH300208,Khon Buri,TH3002,Nakhon Ratchasima,TH30,Thailand,TH,0.645641,0.008004
Ban Mai,TH302209,Nong Bun Mak,TH3022,Nakhon Ratchasima,TH30,Thailand,TH,0.214519,0.002192
Ban Mai,TH400609,Si Chomphu,TH4006,Khon Kaen,TH40,Thailand,TH,0.45233,0.005691
Ban Mai,TH560111,Mueang Phayao,TH5601,Phayao,TH56,Thailand,TH,0.442819,0.005279
Ban Mai,TH710609,Tha Muang,TH7106,Kanchanaburi,TH71,Thailand,TH,0.535734,0.004412
Ban Mai,TH730615,Sam Phran,TH7306,Nakhon Pathom,TH73,Thailand,TH,0.142633,0.000766
Ban Mai,TH801207,Pak Phanang,TH8012,Nakhon Si Thammarat,TH80,Thailand,TH,0.260702,0.001921
Ban Mai,TH900705,Ranot,TH9007,Songkhla,TH90,Thailand,TH,0.285282,0.003997
Ban Mai Chai Mongkhon,TH640901,Thung Saliam,TH6409,Sukhothai,TH64,Thailand,TH,0.510453,0.005752
Ban Mai Khlong Khian,TH610612,Ban Rai,TH6106,Uthai Thani,TH61,Thailand,TH,0.529773,0.004219
Ban Mai Nong Sai,TH270608,Aranyaprathet,TH2706,Sa Kaeo,TH27,Thailand,TH,0.343149,0.00264
Ban Mai Samakkhi,TH160419,Chai Badan,TH1604,Lop Buri,TH16,Thailand,TH,0.58424,0.010634
Ban Mai Suk Kasem,TH640411,Kong Krailat,TH6404,Sukhothai,TH64,Thailand,TH,0.290856,0.002921
Ban Makluea,TH600110,Mueang Nakhon Sawan,TH6001,Nakhon Sawan,TH60,Thailand,TH,0.304864,0.002804
Ban Mang,TH560402,Chiang Muan,TH5604,Phayao,TH56,Thailand,TH,0.529054,0.013512
Ban Meng,TH400402,Nong Ruea,TH4004,Khon Kaen,TH40,Thailand,TH,0.405395,0.006521
Ban Mi,TH160619,Ban Mi,TH1606,Lop Buri,TH16,Thailand,TH,0.0346,0.000075
Ban Mo,TH190601,Ban Mo,TH1906,Saraburi,TH19,Thailand,TH,0.173801,0.001002
Ban Mo,TH170404,Phrom Buri,TH1704,Sing Buri,TH17,Thailand,TH,0.219015,0.001767
Ban Mo,TH430703,Si Chiang Mai,TH4307,Nong Khai,TH43,Thailand,TH,0.264251,0.002415
Ban Mo,TH530706,Phichai,TH5307,Uttaradit,TH53,Thailand,TH,0.364562,0.004646
Ban Mo,TH760111,Mueang Phetchaburi,TH7601,Phetchaburi,TH76,Thailand,TH,0.157103,0.000583
Ban Muang,TH411111,Ban Dung,TH4111,Udon Thani,TH41,Thailand,TH,0.600446,0.006853
Ban Muang,TH430803,Sangkhom,TH4308,Nong Khai,TH43,Thailand,TH,0.397104,0.005814
Ban Muang,TH700510,Ban Pong,TH7005,Ratchaburi,TH70,Thailand,TH,0.19328,0.001238
Ban Mung,TH650902,Noen Maprang,TH6509,Phitsanulok,TH65,Thailand,TH,0.799718,0.019737
Ban Na,TH141509,Maha Rat,TH1415,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.153748,0.001204
Ban Na,TH210308,Klaeng,TH2103,Rayong,TH21,Thailand,TH,0.427407,0.004637
Ban Na,TH250209,Kabin Buri,TH2502,Prachin Buri,TH25,Thailand,TH,0.707684,0.009573
Ban Na,TH260301,Ban Na,TH2603,Nakhon Nayok,TH26,Thailand,TH,0.29164,0.001429
Ban Na,TH630305,Sam Ngao,TH6303,Tak,TH63,Thailand,TH,2.962531,0.176652
Ban Na,TH640604,Si Samrong,TH6406,Sukhothai,TH64,Thailand,TH,0.173813,0.001026
Ban Na,TH661201,Wachirabarami,TH6612,Phichit,TH66,Thailand,TH,0.472724,0.007392
Ban Na,TH841301,Ban Na Doem,TH8413,Surat Thani,TH84,Thailand,TH,0.386611,0.005695
Ban Na,TH850304,Kapoe,TH8503,Ranong,TH85,Thailand,TH,0.603652,0.008744
Ban Na,TH860112,Mueang Chumphon,TH8601,Chumphon,TH86,Thailand,TH,0.83338,0.01609
Ban Na,TH900301,Chana,TH9003,Songkhla,TH90,Thailand,TH,0.422999,0.003797
Ban Na,TH920407,Palian,TH9204,Trang,TH92,Thailand,TH,0.567461,0.008559
Ban Na,TH931102,Srinagarindra,TH9311,Phatthalung,TH93,Thailand,TH,0.529503,0.009969
Ban Nai Dong,TH760515,Tha Yang,TH7605,Phetchaburi,TH76,Thailand,TH,0.171377,0.001213
Ban Nam Bo,TH940410,Panare,TH9404,Pattani,TH94,Thailand,TH,0.215087,0.001937
Ban Namphu,TH640309,Khiri Mat,TH6403,Sukhothai,TH64,Thailand,TH,0.433304,0.006061
Ban Ngio,TH130708,Sam Khok,TH1307,Pathum Thani,TH13,Thailand,TH,0.093442,0.000473
Ban Nikhom,TH801704,Bang Khan,TH8017,Nakhon Si Thammarat,TH80,Thailand,TH,0.422856,0.004976
Ban Noen,TH670404,Lom Kao,TH6704,Phetchabun,TH67,Thailand,TH,0.486866,0.009158
Ban Noen,TH800605,Chian Yai,TH8006,Nakhon Si Thammarat,TH80,Thailand,TH,0.310193,0.002071
Ban Noi,TH660612,Pho Thale,TH6606,Phichit,TH66,Thailand,TH,0.288495,0.003354
Ban Noi Sum Khi Lek,TH650905,Noen Maprang,TH6509,Phitsanulok,TH65,Thailand,TH,0.449717,0.005739
Ban Nok,TH940403,Panare,TH9404,Pattani,TH94,Thailand,TH,0.148614,0.000959
Ban Non,TH402103,Sam Sung,TH4021,Khon Kaen,TH40,Thailand,TH,0.33059,0.003782
Ban Not,TH900604,Saba Yoi,TH9006,Songkhla,TH90,Thailand,TH,0.381169,0.005255
Ban Nuea,TH710101,Mueang Kanchanaburi,TH7101,Kanchanaburi,TH71,Thailand,TH,0.087542,0.000172
Ban Nun,TH540601,Song,TH5406,Phrae,TH54,Thailand,TH,0.892927,0.008742
Ban On,TH520507,Ngao,TH5205,Lampang,TH52,Thailand,TH,0.764895,0.009394
Ban Pa,TH190208,Kaeng Khoi,TH1902,Saraburi,TH19,Thailand,TH,0.329027,0.002825
Ban Pa,TH650109,Mueang Phitsanulok,TH6501,Phitsanulok,TH65,Thailand,TH,0.386764,0.004587
Ban Pae,TH500206,Chom Thong,TH5002,Chiang Mai,TH50,Thailand,TH,1.141024,0.023091
Ban Paen,TH471704,Phon Na Kaeo,TH4717,Sakon Nakhon,TH47,Thailand,TH,0.359729,0.005715
Ban Paen,TH510108,Mueang Lamphun,TH5101,Lamphun,TH51,Thailand,TH,0.171909,0.001034
Ban Paeng,TH140404,Bang Sai,TH1404,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.11636,0.000702
Ban Paeng,TH140613,Bang Pa-In,TH1406,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.167673,0.000975
Ban Paeng,TH170405,Phrom Buri,TH1704,Sing Buri,TH17,Thailand,TH,0.116631,0.000709
Ban Pao,TH310906,Phutthaisong,TH3109,Buri Ram,TH31,Thailand,TH,0.287343,0.002996
Ban Pao,TH360404,Kaset Sombun,TH3604,Chaiyaphum,TH36,Thailand,TH,0.458892,0.005887
Ban Pao,TH490704,Nong Sung,TH4907,Mukdahan,TH49,Thailand,TH,0.258006,0.003249
Ban Pao,TH500607,Mae Taeng,TH5006,Chiang Mai,TH50,Thailand,TH,0.658452,0.013256
Ban Pao,TH520114,Mueang Lampang,TH5201,Lampang,TH52,Thailand,TH,0.315388,0.003285
Ban Pathum,TH130707,Sam Khok,TH1307,Pathum Thani,TH13,Thailand,TH,0.175103,0.001079
Ban Pet,TH400115,Mueang Khon Kaen,TH4001,Khon Kaen,TH40,Thailand,TH,0.247845,0.003469
Ban Phae,TH310203,Khu Mueang,TH3102,Buri Ram,TH31,Thailand,TH,0.396191,0.004021
Ban Phaen,TH141202,Sena,TH1412,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.160195,0.000794
Ban Phaeng,TH480401,Ban Phaeng,TH4804,Nakhon Phanom,TH48,Thailand,TH,0.32225,0.002578
Ban Phaeo,TH740301,Ban Phaeo,TH7403,Samut Sakhon,TH74,Thailand,TH,0.210229,0.001772
Ban Phai,TH401001,Ban Phai,TH4010,Khon Kaen,TH40,Thailand,TH,0.246695,0.00318
Ban Phan Thom,TH100110,Phra Nakhon,TH1001,Bangkok,TH10,Thailand,TH,0.02904,0.000034
Ban Phet,TH360702,Bamnet Narong,TH3607,Chaiyaphum,TH36,Thailand,TH,0.459737,0.004771
Ban Phet,TH361006,Phu Khiao,TH3610,Chaiyaphum,TH36,Thailand,TH,0.404268,0.004585
Ban Phi,TH550304,Ban Luang,TH5503,Nan,TH55,Thailand,TH,0.583463,0.011515
Ban Phlap,TH140612,Bang Pa-In,TH1406,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.1319,0.000513
Ban Phluang,TH320515,Prasat,TH3205,Surin,TH32,Thailand,TH,0.261221,0.003776
Ban Pho,TH140603,Bang Pa-In,TH1406,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.157629,0.00084
Ban Pho,TH141208,Sena,TH1412,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.157924,0.000808
Ban Pho,TH240501,Ban Pho,TH2405,Chachoengsao,TH24,Thailand,TH,0.117685,0.000645
Ban Pho,TH300115,Mueang Nakhon Ratchasima,TH3001,Nakhon Ratchasima,TH30,Thailand,TH,0.348438,0.003704
Ban Pho,TH430513,Phon Phisai,TH4305,Nong Khai,TH43,Thailand,TH,0.466783,0.006079
Ban Pho,TH720112,Mueang Suphan Buri,TH7201,Suphan Buri,TH72,Thailand,TH,0.331836,0.003206
Ban Pho,TH920118,Mueang Trang,TH9201,Trang,TH92,Thailand,TH,0.314031,0.002366
Ban Phoem,TH421205,Pha Khao,TH4212,Loei,TH42,Thailand,TH,0.302939,0.005033
Ban Phoeng,TH801215,Pak Phanang,TH8012,Nakhon Si Thammarat,TH80,Thailand,TH,0.24155,0.001832
Ban Phon,TH471701,Phon Na Kaeo,TH4717,Sakon Nakhon,TH47,Thailand,TH,0.583533,0.008894
Ban Phot,TH670703,Nong Phai,TH6707,Phetchabun,TH67,Thailand,TH,0.627174,0.005655
Ban Phra,TH250108,Mueang Prachin Buri,TH2501,Prachin Buri,TH25,Thailand,TH,0.298456,0.003405
Ban Phraek,TH141601,Ban Phraek,TH1416,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.101002,0.000356
Ban Phran,TH150503,Sawaeng Ha,TH1505,Ang Thong,TH15,Thailand,TH,0.211583,0.001819
Ban Phrao,TH260302,Ban Na,TH2603,Nakhon Nayok,TH26,Thailand,TH,0.274446,0.002153
Ban Phrao,TH390108,Mueang Nong Bua Lam Phu,TH3901,Nong Bua Lam Phu,TH39,Thailand,TH,0.335114,0.005603
Ban Phrao,TH650210,Nakhon Thai,TH6502,Phitsanulok,TH65,Thailand,TH,0.625257,0.009799
Ban Phrao,TH931004,Pa Phayom,TH9310,Phatthalung,TH93,Thailand,TH,0.392898,0.004053
Ban Phrik,TH260303,Ban Na,TH2603,Nakhon Nayok,TH26,Thailand,TH,0.540682,0.005864
Ban Phru,TH901116,Hat Yai,TH9011,Songkhla,TH90,Thailand,TH,0.448021,0.006512
Ban Phue,TH320406,Chom Phra,TH3204,Surin,TH32,Thailand,TH,0.292418,0.002991
Ban Phue,TH400410,Nong Ruea,TH4004,Khon Kaen,TH40,Thailand,TH,0.345455,0.00366
Ban Phue,TH411701,Ban Phue,TH4117,Udon Thani,TH41,Thailand,TH,0.384765,0.005033
Ban Phue,TH430521,Phon Phisai,TH4305,Nong Khai,TH43,Thailand,TH,0.495867,0.006836
Ban Phueng,TH480106,Mueang Nakhon Phanom,TH4801,Nakhon Phanom,TH48,Thailand,TH,0.659303,0.010909
Ban Pin,TH540302,Long,TH5403,Phrae,TH54,Thailand,TH,0.930744,0.014843
Ban Pin,TH560504,Dok Khamtai,TH5605,Phayao,TH56,Thailand,TH,0.563035,0.005214
Ban Pom,TH140120,Phra Nakhon Si Ayutthaya,TH1401,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.183537,0.001233
Ban Pom,TH640303,Khiri Mat,TH6403,Sukhothai,TH64,Thailand,TH,0.249995,0.003761
Ban Pong,TH501106,Phrao,TH5011,Chiang Mai,TH50,Thailand,TH,0.247821,0.002764
Ban Pong,TH520503,Ngao,TH5205,Lampang,TH52,Thailand,TH,0.62727,0.007738
Ban Pong,TH571103,Wiang Pa Pao,TH5711,Chiang Rai,TH57,Thailand,TH,0.713001,0.005845
Ban Pong,TH700501,Ban Pong,TH7005,Ratchaburi,TH70,Thailand,TH,0.094679,0.000241
Ban Pong,TH501510,Hang Dong,TH5015,Chiang Mai,TH50,Thailand,TH,0.46893,0.007845
Ban Pong,TH540407,Sung Men,TH5404,Phrae,TH54,Thailand,TH,0.376783,0.005117
Ban Praeng,TH300807,Dan Khun Thot,TH3008,Nakhon Ratchasima,TH30,Thailand,TH,0.321668,0.004446
Ban Pramot,TH750213,Bang Khonthi,TH7502,Samut Songkhram,TH75,Thailand,TH,0.100004,0.000352
Ban Prang,TH300405,Khong,TH3004,Nakhon Ratchasima,TH30,Thailand,TH,0.51177,0.009142
Ban Prok,TH750104,Mueang Samut Songkhram,TH7501,Samut Songkhram,TH75,Thailand,TH,0.144453,0.000543
Ban Prong,TH190804,Nong Don,TH1908,Saraburi,TH19,Thailand,TH,0.205578,0.001296
Ban Prong,TH410903,Si That,TH4109,Udon Thani,TH41,Thailand,TH,0.363807,0.003685
Ban Prue,TH310308,Krasang,TH3103,Buri Ram,TH31,Thailand,TH,0.352615,0.004418
Ban Puang,TH510502,Thung Hua Chang,TH5105,Lamphun,TH51,Thailand,TH,0.683812,0.015738
Ban Puek,TH200114,Mueang Chon Buri,TH2001,Chon Buri,TH20,Thailand,TH,0.089099,0.000261
Ban Rae,TH321605,Khwao Sin Rin,TH3216,Surin,TH32,Thailand,TH,0.259715,0.002985
Ban Rae,TH950402,Than To,TH9504,Yala,TH95,Thailand,TH,0.895502,0.01417
Ban Rai,TH360904,Thep Sathit,TH3609,Chaiyaphum,TH36,Thailand,TH,0.740571,0.015076
Ban Rai,TH601109,Lat Yao,TH6011,Nakhon Sawan,TH60,Thailand,TH,0.809001,0.012869
Ban Rai,TH610601,Ban Rai,TH6106,Uthai Thani,TH61,Thailand,TH,0.626232,0.013231
Ban Rai,TH640609,Si Samrong,TH6406,Sukhothai,TH64,Thailand,TH,0.382494,0.002229
Ban Rai,TH650502,Bang Krathum,TH6505,Phitsanulok,TH65,Thailand,TH,0.25097,0.002399
Ban Rai,TH670321,Lom Sak,TH6703,Phetchabun,TH67,Thailand,TH,0.351334,0.002121
Ban Rai,TH700122,Mueang Ratchaburi,TH7001,Ratchaburi,TH70,Thailand,TH,0.160389,0.00093
Ban Rai,TH700408,Damnoen Saduak,TH7004,Ratchaburi,TH70,Thailand,TH,0.22043,0.001724
Ban Rakat,TH110202,Bang Bo,TH1102,Samut Prakan,TH11,Thailand,TH,0.32178,0.002059
Ban Ram,TH801606,Hua Sai,TH8016,Nakhon Si Thammarat,TH80,Thailand,TH,0.176007,0.001431
Ban Rat,TH300306,Soeng Sang,TH3003,Nakhon Ratchasima,TH30,Thailand,TH,0.77107,0.01668
Ban Ri,TH150112,Mueang Ang Thong,TH1501,Ang Thong,TH15,Thailand,TH,0.10707,0.000428
Ban Rom,TH140204,Tha Ruea,TH1402,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.203675,0.001147
Ban Rong,TH520504,Ngao,TH5205,Lampang,TH52,Thailand,TH,1.054386,0.02755
Ban Ruea,TH401601,Phu Wiang,TH4016,Khon Kaen,TH40,Thailand,TH,0.430615,0.002687
Ban Ruean,TH510605,Pa Sang,TH5106,Lamphun,TH51,Thailand,TH,0.132128,0.000613
Ban Run,TH140121,Phra Nakhon Si Ayutthaya,TH1401,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.099248,0.000549
Ban Sa,TH720805,Sam Chuk,TH7208,Suphan Buri,TH72,Thailand,TH,0.349616,0.004642
Ban Sa,TH520602,Chae Hom,TH5206,Lampang,TH52,Thailand,TH,0.715328,0.016919
Ban Sadet,TH520110,Mueang Lampang,TH5201,Lampang,TH52,Thailand,TH,0.50301,0.008257
Ban Sadet,TH841405,Khian Sa,TH8414,Surat Thani,TH84,Thailand,TH,0.877064,0.021561
Ban Saeo,TH570803,Chiang Saen,TH5708,Chiang Rai,TH57,Thailand,TH,0.758742,0.010381
Ban Sahakon,TH502303,Mae On,TH5023,Chiang Mai,TH50,Thailand,TH,0.555521,0.004526
Ban Sai,TH310703,Prakhon Chai,TH3107,Buri Ram,TH31,Thailand,TH,0.315299,0.005667
Ban Sai,TH320510,Prasat,TH3205,Surin,TH32,Thailand,TH,0.333215,0.005171
Ban Sai,TH160602,Ban Mi,TH1606,Lop Buri,TH16,Thailand,TH,0.197353,0.000792
Ban San,TH640611,Si Samrong,TH6406,Sukhothai,TH64,Thailand,TH,0.224744,0.001768
Ban Sang,TH140616,Bang Pa-In,TH1406,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.16026,0.000998
Ban Sang,TH250601,Ban Sang,TH2506,Prachin Buri,TH25,Thailand,TH,0.415425,0.003816
Ban Sang,TH560115,Mueang Phayao,TH5601,Phayao,TH56,Thailand,TH,0.36054,0.002466
Ban Siao,TH480903,Na Wa,TH4809,Nakhon Phanom,TH48,Thailand,TH,0.395686,0.00389
Ban Siao,TH530503,Fak Tha,TH5305,Uttaradit,TH53,Thailand,TH,0.586306,0.008185
Ban Sing,TH310416,Nang Rong,TH3104,Buri Ram,TH31,Thailand,TH,0.327359,0.003536
Ban Sing,TH700707,Photharam,TH7007,Ratchaburi,TH70,Thailand,TH,0.23683,0.001966
Ban Soet,TH200604,Phanat Nikhom,TH2006,Chon Buri,TH20,Thailand,TH,0.121382,0.000452
Ban Sok,TH360306,Khon Sawan,TH3603,Chaiyaphum,TH36,Thailand,TH,0.414415,0.004759
Ban Sok,TH670309,Lom Sak,TH6703,Phetchabun,TH67,Thailand,TH,0.211117,0.001052
Ban Song,TH490503,Khamcha-I,TH4905,Mukdahan,TH49,Thailand,TH,0.283689,0.002688
Ban Song,TH240602,Phanom Sarakham,TH2406,Chachoengsao,TH24,Thailand,TH,0.343275,0.004683
Ban Song,TH841502,Wiang Sa,TH8415,Surat Thani,TH84,Thailand,TH,0.638238,0.010498
Ban Suan,TH200105,Mueang Chon Buri,TH2001,Chon Buri,TH20,Thailand,TH,0.230807,0.001402
Ban Suan,TH640102,Mueang Sukhothai,TH6401,Sukhothai,TH64,Thailand,TH,0.392854,0.005932
Ban Tai,TH710102,Mueang Kanchanaburi,TH7101,Kanchanaburi,TH71,Thailand,TH,0.035393,0.00007
Ban Tai,TH840502,Ko Pha-Ngan,TH8405,Surat Thani,TH84,Thailand,TH,0.414345,0.005295
Ban Tai,TH471204,Sawang Daen Din,TH4712,Sakon Nakhon,TH47,Thailand,TH,0.267382,0.002807
Ban Tako,TH311604,Huai Rat,TH3116,Buri Ram,TH31,Thailand,TH,0.196737,0.00191
Ban Tam,TH560106,Mueang Phayao,TH5601,Phayao,TH56,Thailand,TH,0.634311,0.007954
Ban Tan,TH360703,Bamnet Narong,TH3607,Chaiyaphum,TH36,Thailand,TH,0.446011,0.002813
Ban Tan,TH501603,Hot,TH5016,Chiang Mai,TH50,Thailand,TH,0.875453,0.023571
Ban Tao,TH361104,Ban Thaen,TH3611,Chaiyaphum,TH36,Thailand,TH,0.41777,0.005332
Ban Tat,TH410105,Mueang Udon Thani,TH4101,Udon Thani,TH41,Thailand,TH,0.533169,0.008395
Ban Tat,TH411112,Ban Dung,TH4111,Udon Thani,TH41,Thailand,TH,0.403996,0.003703
Ban Thaen,TH361101,Ban Thaen,TH3611,Chaiyaphum,TH36,Thailand,TH,0.495236,0.00552
Ban Thaen,TH401805,Chonnabot,TH4018,Khon Kaen,TH40,Thailand,TH,0.273518,0.002089
Ban Thaeo,TH141211,Sena,TH1412,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.179392,0.000953
Ban Thai,TH340411,Khueang Nai,TH3404,Ubon Ratchathani,TH34,Thailand,TH,0.382501,0.005412
Ban Tham,TH560503,Dok Khamtai,TH5605,Phayao,TH56,Thailand,TH,0.400408,0.00749
Ban Tham,TH250803,Si Maha Phot,TH2508,Prachin Buri,TH25,Thailand,TH,0.405921,0.001999
Ban Thamniap,TH840810,Khiri Rat Nikhom,TH8408,Surat Thani,TH84,Thailand,TH,0.785782,0.01849
Ban Than,TH760603,Ban Lat,TH7606,Phetchaburi,TH76,Thailand,TH,0.280593,0.00211
Ban Thap,TH500303,Mae Chaem,TH5003,Chiang Mai,TH50,Thailand,TH,1.34063,0.034618
Ban That,TH190207,Kaeng Khoi,TH1902,Saraburi,TH19,Thailand,TH,0.151987,0.000997
Ban That,TH411902,Phen,TH4119,Udon Thani,TH41,Thailand,TH,0.693201,0.009288
Ban Thi,TH510701,Ban Thi,TH5107,Lamphun,TH51,Thailand,TH,0.57344,0.007441
Ban Thin,TH390302,Non Sang,TH3903,Nong Bua Lam Phu,TH39,Thailand,TH,0.439772,0.004273
Ban Thin,TH540111,Mueang Phrae,TH5401,Phrae,TH54,Thailand,TH,0.337378,0.002824
Ban Thon,TH430206,Tha Bo,TH4302,Nong Khai,TH43,Thailand,TH,0.298981,0.004229
Ban Thon,TH471221,Sawang Daen Din,TH4712,Sakon Nakhon,TH47,Thailand,TH,0.435133,0.006088
Ban Thum,TH400105,Mueang Khon Kaen,TH4001,Khon Kaen,TH40,Thailand,TH,0.365317,0.005501
Ban Tio,TH670310,Lom Sak,TH6703,Phetchabun,TH67,Thailand,TH,0.532001,0.007206
Ban Tok,TH670103,Mueang Phetchabun,TH6701,Phetchabun,TH67,Thailand,TH,0.666238,0.013312
Ban Tom,TH560107,Mueang Phayao,TH5601,Phayao,TH56,Thailand,TH,0.497933,0.003798
Ban Ton,TH400303,Phra Yuen,TH4003,Khon Kaen,TH40,Thailand,TH,0.287122,0.002292
Ban Ton,TH431603,Rattanawapi,TH4316,Nong Khai,TH43,Thailand,TH,0.363052,0.002236
Ban Tong,TH380404,Seka,TH3804,Bueng Kan,TH38,Thailand,TH,0.804889,0.013418
Ban Tuek,TH640505,Si Satchanalai,TH6405,Sukhothai,TH64,Thailand,TH,0.767953,0.025057
Ban Tum,TH340804,Na Chaluai,TH3408,Ubon Ratchathani,TH34,Thailand,TH,0.577354,0.007915
Ban Tun,TH560105,Mueang Phayao,TH5601,Phayao,TH56,Thailand,TH,0.33899,0.002607
Ban Tun,TH800706,Cha-Uat,TH8007,Nakhon Si Thammarat,TH80,Thailand,TH,0.547155,0.007302
Ban Ueam,TH520113,Mueang Lampang,TH5201,Lampang,TH52,Thailand,TH,0.685427,0.014844
Ban Ueang,TH480803,Si Songkhram,TH4808,Nakhon Phanom,TH48,Thailand,TH,0.535768,0.005917
Ban Wa,TH140607,Bang Pa-In,TH1406,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.18953,0.000951
Ban Wa,TH400109,Mueang Khon Kaen,TH4001,Khon Kaen,TH40,Thailand,TH,0.352293,0.004073
Ban Waen,TH501507,Hang Dong,TH5015,Chiang Mai,TH50,Thailand,TH,0.197462,0.000962
Ban Waeng,TH310907,Phutthaisong,TH3109,Buri Ram,TH31,Thailand,TH,0.273538,0.002927
Ban Wai,TH440910,Wapi Pathum,TH4409,Maha Sarakham,TH44,Thailand,TH,0.423742,0.004777
Ban Wai,TH670323,Lom Sak,TH6703,Phetchabun,TH67,Thailand,TH,0.255644,0.002115
Ban Wan,TH430207,Tha Bo,TH4302,Nong Khai,TH43,Thailand,TH,0.354502,0.002732
Ban Wang,TH300906,Non Thai,TH3009,Nakhon Ratchasima,TH30,Thailand,TH,0.32443,0.003255
Ban Wiang,TH540206,Rong Kwang,TH5402,Phrae,TH54,Thailand,TH,0.740529,0.0165
Ban Ya,TH410610,Nong Han,TH4106,Udon Thani,TH41,Thailand,TH,0.299919,0.001886
Ban Yaeng,TH650203,Nakhon Thai,TH6502,Phitsanulok,TH65,Thailand,TH,0.908218,0.017752
Ban Yai,TH140816,Phak Hai,TH1408,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.072153,0.000246
Ban Yai,TH260103,Mueang Nakhon Nayok,TH2601,Nakhon Nayok,TH26,Thailand,TH,0.230206,0.001386
Ban Yang,TH191002,Sao Hai,TH1910,Saraburi,TH19,Thailand,TH,0.218678,0.001433
Ban Yang,TH302902,Lam Thamenchai,TH3029,Nakhon Ratchasima,TH30,Thailand,TH,0.600561,0.008669
Ban Yang,TH310108,Mueang Buri Ram,TH3101,Buri Ram,TH31,Thailand,TH,0.2687,0.002888
Ban Yang,TH310909,Phutthaisong,TH3109,Buri Ram,TH31,Thailand,TH,0.532437,0.005012
Ban Yang,TH311010,Lam Plai Mat,TH3110,Buri Ram,TH31,Thailand,TH,0.388079,0.004558
Ban Yang,TH360401,Kaset Sombun,TH3604,Chaiyaphum,TH36,Thailand,TH,0.663054,0.004779
Ban Yang,TH650704,Wat Bot,TH6507,Phitsanulok,TH65,Thailand,TH,0.748339,0.014189
Ban Yang,TH730125,Mueang Nakhon Pathom,TH7301,Nakhon Pathom,TH73,Thailand,TH,0.251394,0.00229
Ban Yang,TH840802,Khiri Rat Nikhom,TH8408,Surat Thani,TH84,Thailand,TH,0.29142,0.002348
